"District
Number","District","Campus
Number","Campus","Region","County","School
Type","Grades
Served","Alternative
Education
Accountability","Charter","Number of
Students","%
Economically
Disadvantaged","% EB/EL
Students","Overall
Rating","Overall
Score","Student
Achievement
Rating","Student
Achievement
Score","School
Progress
Rating","School
Progress
Score","Academic
Growth
Rating","Academic
Growth
Score","Relative
Performance
Rating","Relative
Performance
Score","Closing
the Gaps Rating","Closing
the Gaps Score","Support
Label","Public
Education
Grant","Distinction
ELA/Reading","Distinction
Mathematics","Distinction
Science","Distinction
Soc Studies","Distinction
Progress","Distinction
Closing the Gaps","Distinction
Postsecondary
Readiness","US Congress
District","US Congress
Election District","TX House
District","TX House
Election District","TX Senate
District","TX Senate
Election District","Campus Enrollment
Type"
"043905","FRISCO ISD","043905001","FRISCO H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 12","No","No","2,078","24.7%","9%","B","84","B","85","B","80","D","67","B","80","B","80",,,"Earned","Not Earned","Not Earned","Earned","Not Earned","Not Earned","Not Earned","4","4","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905002","CENTENNIAL H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 12","No","No","2,082","10.5%","3.5%","A","91","A","90","B","83","C","79","B","83","A","92",,,"Earned","Earned","Earned","Earned","Not Earned","Not Earned","Earned","3","3","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905003","COLLIN CO J J A E P","REGION 10: RICHARDSON","COLLIN","High School","10 - 12","No","No","5","20%","0%","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".","Not Rated",".",,,,,,,,,,"3","3","66","66","30","30","SPECIAL ASSIGNMENT SCHOOL"
"043905","FRISCO ISD","043905005","WAKELAND H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 12","No","No","2,146","5.5%","1.1%","A","92","A","91","B","80","C","74","B","80","A","95",,,"Not Earned","Not Earned","Not Earned","Earned","Not Earned","Earned","Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905006","LIBERTY H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 12","No","No","1,845","11.4%","3.3%","A","91","A","91","B","85","C","79","B","85","A","92",,,"Earned","Earned","Earned","Earned","Not Earned","Not Earned","Earned","3","3","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905007","HERITAGE H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 12","No","No","2,127","15.3%","1.7%","B","88","B","87","C","77","C","72","C","77","A","90",,,"Earned","Earned","Not Earned","Earned","Not Earned","Not Earned","Not Earned","4","4","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905008","LONE STAR H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 12","No","No","2,036","16.6%","3.5%","B","82","B","82","C","74","C","74","D","67","B","81",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905009","INDEPENDENCE H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 12","No","No","1,664","7.3%","1.3%","A","91","B","89","B","82","B","82","B","81","A","95",,,"Earned","Earned","Earned","Earned","Not Earned","Earned","Earned","4","4","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905010","REEDY H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 12","No","No","2,274","6.4%","1.5%","A","93","A","92","B","83","B","80","B","83","A","95",,,"Earned","Not Earned","Earned","Not Earned","Not Earned","Earned","Earned","26","26","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905011","LEBANON TRAIL H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 12","No","No","2,136","17.6%","5.5%","B","88","B","88","B","83","B","80","B","83","B","87",,,"Earned","Earned","Earned","Earned","Not Earned","Not Earned","Earned","3","3","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905012","MEMORIAL H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 12","No","No","1,565","18.3%","3.6%","B","84","B","85","C","72","D","69","C","72","B","83",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","4","4","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905013","EMERSON H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 11","No","No","1,321","18.5%","3.6%","B","88","A","91","C","76","C","72","C","76","B","81",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","3","3","67","67","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905014","PANTHER CREEK H S","REGION 10: RICHARDSON","COLLIN","High School","09 - 11","No","No","753","17.9%","2.8%","A","90","A","91","C","76","C","75","C","76","B","86",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","4",,"66",,"30",,"ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905041","STALEY MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","591","45%","19.5%","B","88","B","82","B","86","B","86","C","79","A","91",,,"Not Earned","Earned","Not Earned","Not Earned","Earned","Earned","Not Earned","4","4","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905043","CLARK MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","876","25.7%","13.5%","A","91","A","91","B","88","B","88","B","83","A","92",,,"Earned","Not Earned","Not Earned","Earned","Earned","Earned","Not Earned","3","3","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905044","PIONEER HERITAGE MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","1,076","6.8%","4.2%","A","95","A","95","A","92","A","92","B","86","A","95",,,"Earned","Earned","Not Earned","Not Earned","Earned","Earned","Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905045","WESTER MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","843","13.8%","6.2%","A","94","A","94","A","93","A","93","B","88","A","94",,,"Earned","Earned","Earned","Earned","Earned","Earned","Earned","3","3","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905046","GRIFFIN MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","830","7.8%","3.7%","A","91","A","92","B","82","B","82","D","66","B","88",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","4","4","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905047","ROACH MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","928","15.4%","4.3%","A","93","A","93","A","90","A","90","B","83","A","93",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","4","4","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905048","FOWLER MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","1,034","8.7%","7.8%","A","96","A","97","A","96","A","96","A","92","A","94",,,"Earned","Earned","Earned","Earned","Earned","Earned","Earned","4","4","70","70","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905049","STAFFORD MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","927","17%","4.9%","A","91","A","91","B","86","B","86","C","72","A","92",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905050","SCOGGINS MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","946","22.2%","6.6%","A","91","A","91","B","86","B","86","C","77","A","90",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","3","3","61","61","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905051","HUNT MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","839","17.9%","12.5%","A","92","A","92","A","90","A","90","B","82","A","93",,,"Not Earned","Not Earned","Not Earned","Not Earned","Earned","Not Earned","Earned","4","4","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905052","MAUS MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","939","14.9%","6.8%","A","94","A","94","A","92","A","92","B","87","A","94",,,"Not Earned","Earned","Not Earned","Earned","Earned","Earned","Earned","4","4","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905053","COBB MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","905","14.5%","7.5%","A","91","A","91","B","84","B","84","C","70","A","90",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905054","VANDEVENTER MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","982","11.7%","8.1%","A","94","A","94","A","91","A","91","B","84","A","93",,,"Earned","Not Earned","Not Earned","Earned","Not Earned","Not Earned","Not Earned","3","3","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905055","TRENT MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","1,115","8.9%","4.9%","A","92","A","92","B","87","B","87","C","72","A","92",,,"Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","Not Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905056","PEARSON MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","997","6.1%","5.2%","A","95","A","95","A","92","A","92","B","86","A","94",,,"Earned","Earned","Not Earned","Not Earned","Not Earned","Earned","Earned","26","26","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905057","NELSON MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","1,130","4.2%","3.9%","A","95","A","96","A","95","A","95","B","89","A","94",,,"Earned","Earned","Earned","Earned","Earned","Earned","Earned","4","4","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905058","LAWLER MIDDLE","REGION 10: RICHARDSON","COLLIN","Middle School","06 - 08","No","No","1,026","2.4%","3.7%","A","97","A","97","A","96","A","96","A","92","A","96",,,"Earned","Earned","Earned","Earned","Earned","Earned","Earned","3","3","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905102","ROGERS EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","535","29.5%","8.8%","C","79","C","77","C","76","C","76","F","58","B","83",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","4","4","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905103","CURTSINGER EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","614","12.1%","18.7%","A","92","A","92","B","88","B","88","C","75","A","91",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","3","3","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905104","SMITH EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","613","15.5%","15.8%","B","87","A","90","B","87","B","87","D","67","B","81",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","3","3","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905105","ANDERSON EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","773","13.3%","20.6%","A","94","A","95","A","94","A","94","A","90","A","93",,,"Earned","Not Earned","Earned",,"Earned","Earned","Earned","4","4","70","70","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905106","CHRISTIE EL","REGION 10: RICHARDSON","COLLIN","Elementary","PK - 05","No","No","573","60.7%","63.5%","C","73","C","73","C","74","C","70","C","74","C","72",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","3","3","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905107","FISHER EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","665","5.6%","9.9%","A","91","A","92","B","88","B","88","D","66","B","89",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905108","BRIGHT ACAD","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","449","48.8%","12.5%","A","90","B","86","A","91","A","91","B","84","B","88",,,"Not Earned","Not Earned","Earned",,"Earned","Earned","Earned","4","4","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905109","BORCHARDT EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","684","9.8%","23.7%","A","95","A","95","A","96","A","96","B","85","A","94",,,"Earned","Not Earned","Earned",,"Earned","Earned","Earned","4","4","70","70","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905110","SHAWNEE TRAIL EL","REGION 10: RICHARDSON","COLLIN","Elementary","EE - 05","No","No","573","31.6%","30.2%","C","75","C","77","D","68","D","68","F","59","D","69",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","3","3","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905111","SPEARS EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","740","25%","17.7%","B","89","A","91","B","85","B","85","B","80","B","83",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Earned","4","4","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905112","SPARKS EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","598","7.4%","10.2%","A","94","A","94","A","92","A","92","B","83","A","93",,,"Earned","Not Earned","Earned",,"Earned","Earned","Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905113","GUNSTREAM EL","REGION 10: RICHARDSON","COLLIN","Elementary","EE - 05","No","No","612","18.3%","21.2%","B","89","A","91","B","87","B","87","C","72","B","83",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","3","3","66","66","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905114","RIDDLE EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","813","8.1%","35.9%","A","94","A","93","A","94","A","94","C","77","A","93",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Earned","Not Earned","4","4","70","70","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905115","BOALS EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","692","16.9%","10.3%","A","91","A","91","B","86","B","86","C","72","A","90",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905116","ISBELL EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","688","7%","18.6%","A","94","A","93","A","94","A","94","C","77","A","93",,,"Not Earned","Not Earned","Not Earned",,"Earned","Not Earned","Not Earned","3","3","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905117","PINK EL","REGION 10: RICHARDSON","COLLIN","Elementary","EE - 05","No","No","669","9.9%","16.4%","A","94","A","93","A","94","A","94","B","81","A","93",,,"Not Earned","Not Earned","Not Earned",,"Earned","Not Earned","Not Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905118","BLEDSOE EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","708","6.1%","8.1%","A","92","A","92","A","92","A","92","C","72","A","92",,,"Not Earned","Not Earned","Not Earned",,"Earned","Not Earned","Not Earned","26","26","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905119","ASHLEY EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","611","11.5%","11.9%","B","88","A","91","B","86","B","86","D","67","B","81",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","4","4","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905120","OGLE EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","716","21.9%","14.2%","B","87","B","89","C","75","C","75","C","70","B","81",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","3","3","61","61","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905121","CORBELL EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","572","21.9%","16.3%","B","82","B","86","B","80","B","80","D","66","C","73",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905122","SEM EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","664","12.5%","17.3%","A","92","A","93","A","92","A","92","B","82","A","90",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","4","4","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905123","TAYLOR EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","797","16.3%","23.7%","A","93","A","94","A","94","A","94","B","86","A","92",,,"Earned","Earned","Earned",,"Earned","Earned","Earned","4","4","70","70","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905124","MOONEYHAM EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","630","10.8%","15.7%","A","93","A","93","A","93","A","93","C","78","A","92",,,"Not Earned","Not Earned","Not Earned",,"Earned","Not Earned","Not Earned","4","4","61","61","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905125","ROBERTSON EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","711","11.7%","11.5%","A","90","A","90","B","88","B","88","D","62","A","90",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Not Earned","26","26","57","57","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905126","ELLIOTT EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","528","38.1%","13.1%","B","88","C","78","B","89","B","89","C","70","B","86",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Not Earned","3","3","61","61","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905127","CARROLL EL","REGION 10: RICHARDSON","COLLIN","Elementary","PK - 05","No","No","507","38.3%","56.6%","A","92","A","90","A","92","A","92","B","83","A","92",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Not Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905128","TADLOCK EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","557","20.5%","12.7%","A","91","A","91","A","91","A","91","C","77","A","91",,,"Not Earned","Not Earned","Not Earned",,"Earned","Earned","Not Earned","4","4","61","61","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905129","ALLEN EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","808","13.6%","10.4%","A","90","A","93","B","89","B","89","B","81","B","83",,,"Not Earned","Not Earned","Not Earned",,"Not Earned","Not Earned","Earned","26","26","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905130","SONNTAG EL","REGION 10: RICHARDSON","COLLIN","Elementary","EE - 05","No","No","543","30%","18.2%","B","87","B","86","B","85","B","85","C","73","A","90",,,"Not Earned","Earned","Earned",,"Not Earned","Earned","Not Earned","4","4","61","61","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905131","PUREFOY EL","REGION 10: RICHARDSON","COLLIN","Elementary","EE - 05","No","No","642","9.2%","19.6%","A","92","A","93","B","86","B","86","C","77","A","91",,,"Not Earned","Not Earned","Earned",,"Not Earned","Not Earned","Not Earned","4","4","106","106","30","30","ZONED SCHOOL-TRANSFERS ACCEPTED"
"043905","FRISCO ISD","043905132","COMSTOCK EL","REGION 10: RICHARDSON","COLLIN","Elementary","KG - 05","No","No","754","11.1%","15.6%","A","93","A","93","A","90","A","90","B","82","A","93",,,"Not Earned","Earned","Earned",,"Not Earned","Earned","Not Earned","3","3","61","61","8","8","ZONED SCHOOL-TRANSFERS ACCEPTED"
